CodeHydro,Periode,Automne,Hiver,Printemps,Été
R512331003,1976-2005,5.116359708222812,12.719713992528948,8.505525302536231,4.202770052033712
R608001003,1976-2005,3.05581896513831,8.061860795666792,5.564750114492754,2.6765929604250642
R614291001,1976-2005,5.79119248237969,14.737107717967874,10.270955017753623,5.011964054965189
S131501000,1976-2005,5.41129241038272,16.529187281658572,8.384440864130434,4.0775448926346645
S224251001,1976-2005,15.429862090943539,41.96972403847591,22.636681861231885,10.064391029681202
S322501001,1976-2005,5.157168025388405,14.080550989914084,7.470488444565217,3.578864418834738
U012401001,1976-2005,3.480213668435013,8.82906835039223,5.543805366666667,2.32778751557347
U023001001,1976-2005,10.817458201212581,27.599105605528578,18.095462857608695,8.175372924514475
U023401001,1976-2005,3.4903337093596054,8.673263327605527,6.197605896376812,2.943094009893734
U047401001,1976-2005,16.90857213186813,39.69760850803138,24.534524522463766,9.921289030780507
U053401001,1976-2005,3.541374819628647,8.605631858050057,5.751065048188406,2.6234839582264566
U053402001,1976-2005,3.8297029674118983,9.281153436309301,6.237663266666666,2.8555826738732137
U060001001,1976-2005,39.19725476582038,95.14140886850953,62.33611184855072,27.46511447709784
U061001001,1976-2005,42.34010866616143,102.503150918192,67.94446463876811,30.182142463906192
U072401001,1976-2005,2.7252474744221296,7.2295738188270455,5.246665029347826,2.295990727372664
U082001001,1976-2005,53.06114624554755,126.32150474112814,86.80882388478261,39.9384422711616
U092401001,1976-2005,3.383008902614627,8.893492422114308,5.970389190217391,2.6848826544521804
U092402001,1976-2005,4.4462956320575975,10.965699299589092,7.685046568478261,3.602662602784903
U104401001,1976-2005,15.821705600227357,35.32941841800523,22.16906787898551,9.311147068523269
